,text,label,text_token,text_string,text_string_fdist,text_string_lem
2200,i am far from a sushi connoisseur but i can definitely tell the difference between good food and bad food and this was certainly bad food,0,"['far', 'sushi', 'connoisseur', 'definitely', 'tell', 'difference', 'good', 'food', 'bad', 'food', 'certainly', 'bad', 'food']",far sushi connoisseur definitely tell difference good food bad food certainly bad food,far sushi connoisseur definitely tell difference good food bad food certainly bad food,far sushi connoisseur definitely tell difference good food bad food certainly bad food
2201,i was so insulted,0,['insulted'],insulted,insulted,insulted
2202,the last 3 times i had lunch here has been bad,0,"['last', '3', 'times', 'lunch', 'bad']",last times lunch bad,last times lunch bad,last times lunch bad
2203,the chicken wings contained the driest chicken meat i have ever eaten,0,"['chicken', 'wings', 'contained', 'driest', 'chicken', 'meat', 'ever', 'eaten']",chicken wings contained driest chicken meat ever eaten,chicken wings contained driest chicken meat ever eaten,chicken wings contained driest chicken meat ever eaten
2204,the food was very good and i enjoyed every mouthful an enjoyable relaxed venue for couples small family groups etc,1,"['food', 'good', 'enjoyed', 'every', 'mouthful', 'enjoyable', 'relaxed', 'venue', 'couples', 'small', 'family', 'groups', 'etc']",food good enjoyed every mouthful enjoyable relaxed venue couples small family groups etc,food good enjoyed every mouthful enjoyable relaxed venue couples small family groups etc,food good enjoyed every mouthful enjoyable relaxed venue couples small family groups etc
2205,nargile - i think you are great,1,"['nargile', 'think', 'great']",nargile think great,nargile think great,nargile think great
2206,best tater tots in the southwest,1,"['best', 'tater', 'tots', 'southwest']",best tater tots southwest,best tater tots southwest,best tater tots southwest
2207,we loved the place,1,"['loved', 'place']",loved place,loved place,loved place
2208,definitely not worth the $3 i paid,0,"['definitely', 'worth', '3', 'paid']",definitely worth paid,definitely worth paid,definitely worth paid
2209,the vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough,1,"['vanilla', 'ice', 'cream', 'creamy', 'smooth', 'profiterole', 'choux', 'pastry', 'fresh', 'enough']",vanilla ice cream creamy smooth profiterole choux pastry fresh enough,vanilla ice cream creamy smooth profiterole choux pastry fresh enough,vanilla ice cream creamy smooth profiterole choux pastry fresh enough
2210,im in az all the time and now have my new spot,1,"['im', 'az', 'time', 'new', 'spot']",time new spot,time new spot,time new spot
2211,the manager was the worst,0,"['manager', 'worst']",manager worst,manager worst,manager worst
2212,the inside is really quite nice and very clean,1,"['inside', 'really', 'quite', 'nice', 'clean']",inside really quite nice clean,inside really quite nice clean,inside really quite nice clean
2213,the food was outstanding and the prices were very reasonable,1,"['food', 'outstanding', 'prices', 'reasonable']",food outstanding prices reasonable,food outstanding prices reasonable,food outstanding prices reasonable
2214,i don't think i'll be running back to carly's anytime soon for food,0,"['think', 'running', 'back', 'carly', 'anytime', 'soon', 'food']",think running back carly anytime soon food,think running back carly anytime soon food,think running back carly anytime soon food
2215,this is was due to the fact that it took 20 minutes to be acknowledged then another 35 minutes to get our foodand they kept forgetting things,0,"['due', 'fact', 'took', '20', 'minutes', 'acknowledged', 'another', '35', 'minutes', 'get', 'foodand', 'kept', 'forgetting', 'things']",due fact took minutes acknowledged another minutes get foodand kept forgetting things,due fact took minutes acknowledged another minutes get foodand kept forgetting things,due fact took minutes acknowledged another minutes get foodand kept forgetting things
2216,love the margaritas too,1,"['love', 'margaritas']",love margaritas,love margaritas,love margaritas
2217,this was my first and only vegas buffet and it did not disappoint,1,"['first', 'vegas', 'buffet', 'disappoint']",first vegas buffet disappoint,first vegas buffet disappoint,first vegas buffet disappoint
2218,very good though,1,"['good', 'though']",good though,good though,good though
2219,the one down note is the ventilation could use some upgrading,0,"['one', 'note', 'ventilation', 'could', 'use', 'upgrading']",one note ventilation could use upgrading,one note ventilation could use upgrading,one note ventilation could use upgrading
2220,great pork sandwich,1,"['great', 'pork', 'sandwich']",great pork sandwich,great pork sandwich,great pork sandwich
2221,don't waste your time here,0,"['waste', 'time']",waste time,waste time,waste time
2222,total letdown i would much rather just go to the camelback flower shop and cartel coffee,0,"['total', 'letdown', 'would', 'much', 'rather', 'go', 'camelback', 'flower', 'shop', 'cartel', 'coffee']",total letdown would much rather camelback flower shop cartel coffee,total letdown would much rather camelback flower shop cartel coffee,total letdown would much rather camelback flower shop cartel coffee
2223,third the cheese on my friend's burger was cold,0,"['third', 'cheese', 'friend', 'burger', 'cold']",third cheese friend burger cold,third cheese friend burger cold,third cheese friend burger cold
2224,we enjoy their pizza and brunch,1,"['enjoy', 'pizza', 'brunch']",enjoy pizza brunch,enjoy pizza brunch,enjoy pizza brunch
2225,the steaks are all well trimmed and also perfectly cooked,1,"['steaks', 'well', 'trimmed', 'also', 'perfectly', 'cooked']",steaks well trimmed also perfectly cooked,steaks well trimmed also perfectly cooked,steaks well trimmed also perfectly cooked
2226,we had a group of 70+ when we claimed we would only have 40 and they handled us beautifully,1,"['group', '70', 'claimed', 'would', '40', 'handled', 'us', 'beautifully']",group claimed would handled beautifully,group claimed would handled beautifully,group claimed would handled beautifully
2227,i loved it,1,['loved'],loved,loved,loved
2228,we asked for the bill to leave without eating and they didn't bring that either,0,"['asked', 'bill', 'leave', 'without', 'eating', 'bring', 'either']",asked bill leave without eating bring either,asked bill leave without eating bring either,asked bill leave without eating bring either
2229,this place is a jewel in las vegas and exactly what i've been hoping to find in nearly ten years living here,1,"['place', 'jewel', 'las', 'vegas', 'exactly', 'hoping', 'find', 'nearly', 'ten', 'years', 'living']",place jewel las vegas exactly hoping find nearly ten years living,place jewel las vegas exactly hoping find nearly ten years living,place jewel las vegas exactly hoping find nearly ten years living
2230,seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh,0,"['seafood', 'limited', 'boiled', 'shrimp', 'crab', 'legs', 'crab', 'legs', 'definitely', 'taste', 'fresh']",seafood limited boiled shrimp crab legs crab legs definitely taste fresh,seafood limited boiled shrimp crab legs crab legs definitely taste fresh,seafood limited boiled shrimp crab legs crab legs definitely taste fresh
2231,the selection of food was not the best,0,"['selection', 'food', 'best']",selection food best,selection food best,selection food best
2232,delicious and i will absolutely be back,1,"['delicious', 'absolutely', 'back']",delicious absolutely back,delicious absolutely back,delicious absolutely back
2233,this isn't a small family restaurant this is a fine dining establishment,1,"['small', 'family', 'restaurant', 'fine', 'dining', 'establishment']",small family restaurant fine dining establishment,small family restaurant fine dining establishment,small family restaurant fine dining establishment
2234,they had a toro tartare with a cavier that was extraordinary and i liked the thinly sliced wagyu with white truffle,1,"['toro', 'tartare', 'cavier', 'extraordinary', 'liked', 'thinly', 'sliced', 'wagyu', 'white', 'truffle']",toro tartare cavier extraordinary liked thinly sliced wagyu white truffle,toro tartare cavier extraordinary liked thinly sliced wagyu white truffle,toro tartare cavier extraordinary liked thinly sliced wagyu white truffle
